accident_risk,flood_risk,traffic_risk,lighting_risk,road_condition,weather_condition,time_of_day,day_type,risk_score
16.2,33.6,52.4,16.3,18.8,Clear,Morning,Weekend,27.7
68.6,88.4,32.6,75.2,56.0,Heavy Rain,Morning,Weekday,89.1
31.8,94.5,71.1,17.1,74.0,Rain,Evening,Weekday,64.6
24.5,8.2,30.8,61.5,42.7,Fog,Night,Weekday,46.1
65.3,48.7,49.4,72.7,75.0,Clear,Morning,Weekend,57.3
19.3,50.8,31.8,76.3,53.9,Rain,Night,Weekday,62.7
40.4,11.9,71.5,59.2,76.6,Clear,Evening,Weekday,55.3
55.2,90.6,77.0,17.3,16.1,Heavy Rain,Evening,Weekday,80.1
55.5,5.5,87.6,57.5,81.3,Clear,Evening,Weekend,59.2
53.4,24.0,13.9,56.5,34.2,Clear,Morning,Weekend,34.3
38.9,21.0,87.2,74.2,16.7,Heavy Rain,Morning,Weekend,50.8
69.0,63.9,19.6,44.3,42.4,Heavy Rain,Afternoon,Weekday,74.0
61.6,79.9,51.0,44.2,76.4,Rain,Afternoon,Weekday,72.6
73.9,60.2,44.7,39.1,13.0,Clear,Afternoon,Weekday,48.0
18.2,49.6,60.4,47.0,31.8,Clear,Night,Weekday,42.5
15.9,86.3,77.3,46.8,32.2,Clear,Morning,Weekday,51.2
41.1,13.5,62.9,50.5,29.0,Clear,Morning,Weekday,38.1
61.2,21.2,24.6,36.4,16.2,Heavy Rain,Morning,Weekday,44.9
62.0,61.1,31.2,82.3,75.4,Clear,Morning,Weekend,59.6
79.1,14.6,52.8,5.5,18.8,Clear,Afternoon,Weekday,38.0
87.1,59.2,48.9,54.5,83.0,Clear,Evening,Weekday,72.2
30.7,16.3,11.1,14.0,11.2,Fog,Night,Weekday,21.3
60.2,44.2,60.1,68.2,24.3,Clear,Afternoon,Weekday,46.3
19.1,18.7,66.2,82.1,45.4,Heavy Rain,Afternoon,Weekday,48.1
75.9,9.6,10.6,55.4,63.5,Fog,Evening,Weekend,50.4
52.1,31.2,49.0,43.9,54.3,Rain,Evening,Weekend,54.6
65.7,52.5,43.8,30.3,14.8,Fog,Afternoon,Weekday,45.5
84.8,36.2,65.8,6.7,31.6,Clear,Afternoon,Weekday,45.6
82.3,35.5,58.2,72.4,59.3,Clear,Morning,Weekday,64.8
75.8,65.6,68.8,68.7,70.0,Heavy Rain,Evening,Weekday,100.0
61.7,16.6,26.0,53.5,17.6,Clear,Night,Weekday,47.8
9.0,6.6,80.5,33.6,21.9,Heavy Rain,Night,Weekday,31.7
41.6,60.6,19.7,22.9,29.3,Clear,Afternoon,Weekday,37.4
27.7,18.6,65.2,46.2,60.2,Heavy Rain,Night,Weekday,54.9
76.5,15.0,18.5,53.8,68.7,Fog,Evening,Weekday,52.4
58.5,83.4,82.9,17.6,31.9,Clear,Afternoon,Weekend,53.3
60.0,35.1,21.0,72.9,42.9,Clear,Evening,Weekday,52.4
34.0,50.5,16.8,34.8,66.6,Clear,Evening,Weekday,44.2
40.8,25.5,74.1,38.1,40.7,Rain,Night,Weekend,51.3
7.5,18.1,10.8,69.5,80.8,Clear,Afternoon,Weekend,30.0
10.2,73.3,62.8,56.3,77.7,Clear,Evening,Weekday,60.1
49.2,31.6,42.2,59.5,51.5,Clear,Evening,Weekend,45.9
28.8,52.5,83.6,61.0,43.5,Clear,Afternoon,Weekend,49.9
64.3,84.9,72.5,37.4,24.8,Clear,Morning,Weekday,62.4
67.9,16.3,89.4,27.7,17.0,Rain,Afternoon,Weekend,48.4
7.4,76.7,57.4,24.3,68.1,Heavy Rain,Night,Weekday,65.4
36.7,61.4,38.4,8.8,58.8,Clear,Morning,Weekend,40.8
88.6,77.5,89.1,50.2,77.1,Rain,Afternoon,Weekday,82.2
29.2,75.6,67.2,58.8,63.6,Rain,Morning,Weekday,67.4
74.9,37.5,17.8,61.9,72.1,Clear,Morning,Weekend,51.3
42.9,38.2,52.1,52.1,48.9,Clear,Morning,Weekday,46.8
42.4,88.8,49.2,82.9,71.8,Clear,Morning,Weekday,64.0
64.9,82.7,19.4,22.0,45.5,Heavy Rain,Night,Weekday,77.3
56.1,41.8,19.7,50.7,13.0,Clear,Afternoon,Weekend,34.8
46.3,76.2,21.4,52.2,13.6,Fog,Night,Weekday,60.6
46.5,16.0,37.9,74.6,41.3,Rain,Afternoon,Weekend,46.1
45.4,69.8,58.5,66.0,47.9,Rain,Afternoon,Weekday,66.3
32.6,77.0,63.2,37.8,27.5,Clear,Afternoon,Weekend,47.9
67.6,63.1,79.3,61.6,52.9,Heavy Rain,Evening,Weekday,97.5
52.5,22.3,59.5,51.1,14.0,Rain,Morning,Weekday,50.0
15.2,89.3,24.4,6.5,69.0,Clear,Evening,Weekend,41.1
73.6,59.6,42.1,8.6,74.6,Clear,Afternoon,Weekday,55.1
32.0,28.1,19.2,12.9,22.6,Clear,Morning,Weekday,23.5
39.6,20.2,59.2,31.0,12.0,Clear,Afternoon,Weekday,30.4
32.6,38.8,76.2,14.7,25.2,Heavy Rain,Afternoon,Weekday,51.5
37.7,15.4,14.9,42.2,40.5,Rain,Afternoon,Weekday,35.0
27.9,91.7,64.0,24.7,51.6,Heavy Rain,Afternoon,Weekday,66.8
59.0,23.3,87.4,34.9,83.9,Heavy Rain,Afternoon,Weekday,70.9
43.4,5.1,47.2,71.3,31.7,Fog,Morning,Weekend,37.5
55.8,80.6,40.4,33.1,57.4,Rain,Afternoon,Weekday,63.8
52.9,32.1,41.6,14.8,20.5,Rain,Morning,Weekday,43.7
86.4,33.6,64.6,32.4,29.6,Heavy Rain,Afternoon,Weekday,65.5
34.0,46.4,58.0,6.3,61.9,Rain,Morning,Weekday,53.3
62.2,42.2,81.6,61.3,67.2,Rain,Evening,Weekday,75.0
7.6,79.9,63.7,58.8,36.5,Heavy Rain,Evening,Weekday,70.2
70.3,67.7,10.7,42.0,80.2,Clear,Morning,Weekday,54.0
83.3,37.2,17.2,54.1,32.7,Heavy Rain,Morning,Weekday,60.8
28.9,86.4,66.6,21.7,24.7,Heavy Rain,Afternoon,Weekend,63.8
47.0,54.7,62.8,50.3,61.2,Rain,Morning,Weekday,63.1
27.1,56.3,28.2,46.8,68.7,Clear,Evening,Weekend,47.3
50.3,27.8,54.8,41.3,80.3,Rain,Night,Weekday,62.8
41.8,94.6,31.9,59.4,45.0,Clear,Evening,Weekend,56.1
28.6,42.8,45.9,5.4,24.6,Clear,Afternoon,Weekday,30.8
88.1,43.1,16.0,25.0,22.3,Clear,Evening,Weekday,44.5
73.7,58.3,60.1,31.7,28.8,Clear,Morning,Weekday,52.6
33.4,76.5,85.5,67.1,56.5,Heavy Rain,Evening,Weekday,87.7
10.2,8.0,35.1,72.8,14.9,Clear,Night,Weekday,37.0
58.2,10.9,64.2,49.7,32.1,Clear,Morning,Weekend,39.1
56.0,64.4,10.8,35.7,69.6,Heavy Rain,Evening,Weekday,80.2
71.5,45.9,36.3,20.4,17.7,Rain,Morning,Weekend,48.9
53.7,62.4,30.5,38.7,64.3,Clear,Morning,Weekend,47.0
31.5,44.2,86.8,65.3,33.3,Fog,Evening,Weekday,56.1
34.1,38.2,10.6,51.9,60.9,Clear,Afternoon,Weekend,38.6
40.9,22.6,26.0,77.7,68.9,Clear,Evening,Weekday,52.6
56.0,34.8,56.3,82.0,56.2,Clear,Morning,Weekday,57.5
8.6,24.7,10.3,22.8,27.3,Rain,Morning,Weekend,22.5
33.2,71.6,26.4,19.7,84.2,Clear,Morning,Weekday,46.1
29.7,22.5,56.9,66.2,13.3,Clear,Morning,Weekday,39.0
66.1,35.6,54.4,19.3,11.6,Heavy Rain,Night,Weekday,57.5
37.2,75.9,18.9,79.9,32.9,Clear,Evening,Weekday,55.5
88.1,94.8,80.5,75.3,14.9,Clear,Night,Weekend,82.8
37.1,38.7,58.0,83.2,28.3,Clear,Evening,Weekday,53.6
72.1,34.5,14.3,68.6,75.5,Heavy Rain,Night,Weekend,83.3
11.9,47.4,63.1,10.2,48.1,Heavy Rain,Evening,Weekday,53.3
44.5,34.0,39.9,60.6,63.7,Rain,Morning,Weekday,56.6
54.6,8.3,27.6,21.2,74.7,Clear,Afternoon,Weekend,36.9
84.5,38.7,54.0,15.7,16.3,Clear,Afternoon,Weekday,43.8
57.8,43.3,47.4,37.7,70.3,Clear,Afternoon,Weekday,48.5
59.9,37.3,16.6,72.4,48.5,Rain,Evening,Weekend,56.7
11.1,8.4,26.0,20.7,34.7,Clear,Evening,Weekday,20.2
65.0,94.8,89.9,65.2,65.5,Fog,Morning,Weekday,80.6
71.6,41.3,42.5,51.4,59.1,Rain,Afternoon,Weekend,60.0
38.8,25.4,69.9,43.0,48.7,Heavy Rain,Evening,Weekend,56.8
72.3,33.2,25.0,66.6,62.3,Clear,Afternoon,Weekday,49.3
54.1,16.6,85.5,5.8,70.8,Heavy Rain,Afternoon,Weekday,57.9
39.3,75.1,53.0,31.1,11.7,Heavy Rain,Night,Weekday,69.6
33.1,61.7,58.2,53.6,75.0,Fog,Morning,Weekday,58.1
21.0,14.8,55.6,41.1,77.1,Clear,Morning,Weekday,38.6
63.6,49.0,24.9,10.6,82.2,Clear,Morning,Weekday,46.6
9.9,51.7,23.7,73.8,40.8,Clear,Morning,Weekday,36.7
10.8,91.0,79.3,15.4,25.4,Clear,Evening,Weekday,49.1
84.8,57.9,50.2,59.8,30.7,Clear,Morning,Weekday,58.8
73.6,52.3,82.8,75.3,44.5,Rain,Evening,Weekday,84.9
43.8,68.0,66.9,28.8,56.0,Heavy Rain,Morning,Weekday,82.4
67.3,46.2,82.9,19.7,52.6,Clear,Night,Weekday,57.8
28.3,61.5,33.4,78.3,62.4,Heavy Rain,Morning,Weekday,78.0
52.0,94.6,16.1,13.4,67.5,Clear,Afternoon,Weekday,50.6
44.3,11.6,65.6,65.0,38.6,Heavy Rain,Night,Weekday,62.7
14.7,87.5,36.2,64.9,46.4,Clear,Afternoon,Weekday,48.5
16.9,78.8,77.3,18.6,11.4,Clear,Morning,Weekday,43.6
11.6,73.7,64.2,17.3,36.9,Clear,Morning,Weekday,41.7
64.2,80.3,74.9,56.3,63.7,Fog,Afternoon,Weekday,66.6
5.4,74.5,71.4,79.3,38.1,Clear,Morning,Weekday,54.5
33.7,22.3,63.5,22.6,76.2,Heavy Rain,Evening,Weekday,56.6
40.3,14.7,36.2,50.0,24.2,Clear,Afternoon,Weekend,28.8
23.2,37.1,23.9,37.2,33.7,Clear,Afternoon,Weekday,30.7
60.2,38.2,15.4,22.5,32.6,Rain,Night,Weekday,46.9
89.2,81.5,23.7,81.7,55.0,Fog,Evening,Weekday,77.7
64.0,34.9,60.8,75.7,33.8,Heavy Rain,Afternoon,Weekday,67.0
54.7,39.4,61.2,23.6,54.1,Fog,Morning,Weekday,54.3
31.3,71.4,70.6,54.6,14.5,Clear,Morning,Weekday,48.6
8.2,88.1,57.8,80.7,65.4,Clear,Morning,Weekday,59.0
49.3,93.0,61.8,28.1,11.8,Heavy Rain,Afternoon,Weekday,67.8
82.1,64.9,29.9,60.0,64.0,Rain,Afternoon,Weekday,69.5
5.5,83.3,15.6,20.4,57.6,Clear,Morning,Weekday,37.0
75.7,88.9,28.9,11.3,64.4,Clear,Evening,Weekday,57.6
26.2,30.7,45.9,55.8,30.4,Heavy Rain,Morning,Weekend,45.2
19.3,44.7,50.4,63.8,67.0,Heavy Rain,Evening,Weekday,67.4
77.6,73.3,83.7,52.6,21.5,Heavy Rain,Morning,Weekday,88.6
36.9,59.5,15.8,15.9,45.2,Clear,Morning,Weekday,36.3
66.7,49.2,84.1,80.2,82.8,Clear,Afternoon,Weekday,68.1
39.7,8.5,83.7,35.8,52.4,Clear,Afternoon,Weekday,42.5
66.4,50.9,49.1,60.1,62.2,Rain,Night,Weekend,80.7
7.9,78.2,60.5,59.1,62.3,Rain,Morning,Weekday,59.0
26.6,59.2,86.1,72.3,10.9,Heavy Rain,Evening,Weekend,74.9
54.8,86.1,51.5,20.1,41.7,Heavy Rain,Morning,Weekday,78.6
61.0,39.5,34.6,37.9,75.7,Heavy Rain,Morning,Weekday,70.7
34.3,17.8,69.9,79.4,39.8,Clear,Night,Weekend,54.1
10.9,67.7,52.0,57.4,65.0,Clear,Afternoon,Weekday,44.5
20.5,90.4,46.1,70.1,23.9,Clear,Morning,Weekend,45.5
81.7,41.8,60.1,55.0,75.1,Clear,Morning,Weekday,63.6
34.1,57.7,48.2,58.8,17.6,Clear,Evening,Weekday,48.6
88.9,13.7,51.8,5.6,55.2,Fog,Evening,Weekend,47.9
33.6,43.7,39.7,76.2,85.0,Heavy Rain,Night,Weekday,81.7
9.9,37.0,36.4,13.0,44.3,Rain,Evening,Weekend,29.9
56.2,83.2,32.4,60.9,71.1,Clear,Evening,Weekday,65.6
40.1,21.9,88.9,81.6,70.9,Clear,Afternoon,Weekday,55.4
32.7,45.0,58.5,37.0,55.9,Clear,Afternoon,Weekend,45.3
88.9,82.1,82.4,63.7,32.0,Clear,Morning,Weekday,73.1
77.8,50.4,20.2,68.7,32.6,Rain,Afternoon,Weekend,57.5
42.9,15.4,63.0,24.3,25.9,Heavy Rain,Evening,Weekday,47.1
65.8,19.4,84.3,77.2,67.5,Clear,Morning,Weekday,63.4
15.5,17.2,52.8,63.0,16.8,Rain,Night,Weekend,48.9
56.1,63.0,40.2,62.4,65.2,Clear,Evening,Weekday,64.1
73.7,25.1,19.3,12.0,16.7,Heavy Rain,Night,Weekend,45.3
36.3,81.8,86.3,51.2,10.1,Clear,Afternoon,Weekend,53.0
32.2,37.9,64.3,68.7,49.0,Rain,Morning,Weekday,55.9
44.2,18.0,85.4,72.0,47.5,Rain,Evening,Weekday,63.1
73.1,68.3,57.9,29.7,84.3,Clear,Night,Weekday,66.3
75.4,49.6,66.3,35.1,83.6,Clear,Evening,Weekday,68.9
73.9,68.0,14.2,74.2,23.4,Rain,Afternoon,Weekend,63.4
77.1,94.2,53.8,32.0,60.8,Fog,Evening,Weekday,74.3
29.1,67.7,25.6,73.5,39.5,Clear,Evening,Weekday,52.4
77.2,68.9,46.6,18.1,20.3,Rain,Morning,Weekday,61.8
68.6,71.2,10.7,63.1,53.2,Rain,Night,Weekday,83.7
41.3,80.7,84.1,12.7,83.1,Clear,Morning,Weekend,59.9
55.4,92.3,60.2,37.3,12.5,Clear,Afternoon,Weekday,54.0
60.5,38.8,65.3,68.6,59.4,Heavy Rain,Night,Weekday,87.1
60.5,38.1,19.6,11.6,46.7,Rain,Afternoon,Weekday,45.9
53.7,29.6,69.6,68.5,23.6,Rain,Evening,Weekday,62.7
13.5,10.7,82.7,68.6,23.9,Heavy Rain,Morning,Weekday,42.4
74.0,49.0,51.5,51.8,63.5,Heavy Rain,Morning,Weekend,78.9
81.3,21.3,57.9,19.4,51.6,Heavy Rain,Morning,Weekday,61.2
18.7,55.6,78.1,7.8,83.5,Rain,Afternoon,Weekday,52.5
85.3,5.0,34.0,80.7,49.0,Heavy Rain,Evening,Weekday,63.3
64.1,52.0,88.9,33.2,50.4,Clear,Morning,Weekend,54.9
21.0,32.0,76.6,81.6,55.2,Clear,Afternoon,Weekday,47.0
11.3,27.9,40.5,77.3,40.0,Clear,Morning,Weekday,37.1
50.6,11.4,68.6,84.6,62.3,Clear,Afternoon,Weekday,51.2
56.4,42.8,22.3,84.4,42.5,Clear,Evening,Weekday,51.5
14.3,54.4,15.3,56.2,37.2,Clear,Morning,Weekend,31.1
5.8,38.9,87.5,35.3,17.9,Fog,Morning,Weekend,32.3
74.8,49.1,52.3,61.0,74.9,Rain,Evening,Weekend,73.9
85.5,40.1,37.6,64.3,82.6,Rain,Afternoon,Weekend,67.3
15.8,5.9,51.1,17.4,19.5,Clear,Evening,Weekday,25.5
87.8,68.7,29.9,53.7,63.0,Clear,Night,Weekend,76.1
28.4,43.5,85.3,75.5,71.1,Clear,Night,Weekend,68.6
31.6,13.1,16.4,63.4,80.9,Clear,Morning,Weekend,37.0
46.9,83.7,87.0,38.9,48.2,Heavy Rain,Afternoon,Weekday,82.9
80.5,67.8,42.4,54.3,78.3,Heavy Rain,Evening,Weekday,98.6
25.8,71.5,86.1,70.9,76.0,Rain,Evening,Weekday,79.8
62.3,84.4,51.9,23.0,15.6,Heavy Rain,Afternoon,Weekend,70.0
37.2,38.6,19.1,78.1,28.7,Rain,Evening,Weekday,49.7
30.0,24.2,69.0,50.5,26.3,Clear,Night,Weekday,52.7
8.0,46.7,59.4,44.1,36.7,Rain,Afternoon,Weekday,37.4
80.7,21.8,38.4,13.1,46.9,Clear,Afternoon,Weekday,39.9
46.4,19.0,62.5,23.1,39.7,Clear,Afternoon,Weekday,38.3
14.2,44.5,77.1,17.9,36.5,Clear,Afternoon,Weekend,34.0
21.1,8.6,41.6,64.5,77.6,Clear,Morning,Weekday,40.5
27.6,42.9,54.0,69.0,63.6,Clear,Evening,Weekend,51.7
83.5,80.9,41.1,13.8,18.1,Clear,Morning,Weekday,54.8
25.1,66.0,37.4,83.1,65.3,Clear,Morning,Weekday,53.9
26.1,18.7,50.9,25.0,67.5,Heavy Rain,Night,Weekday,49.5
21.9,68.6,74.8,61.1,47.7,Clear,Night,Weekday,67.2
24.5,16.9,13.1,84.2,79.7,Clear,Evening,Weekday,42.0
39.6,32.6,60.7,23.5,35.2,Rain,Afternoon,Weekday,42.3
27.9,30.3,38.1,38.4,34.0,Clear,Morning,Weekday,35.1
23.0,47.5,82.7,13.1,23.9,Fog,Afternoon,Weekday,35.6
6.2,54.7,79.0,31.5,65.6,Clear,Evening,Weekday,49.4
60.3,23.9,40.7,76.0,19.8,Heavy Rain,Morning,Weekday,58.1
60.6,22.1,66.4,79.0,15.6,Rain,Afternoon,Weekend,54.6
22.2,69.9,13.5,20.3,51.3,Clear,Night,Weekend,40.0
87.9,85.5,45.9,62.4,78.3,Clear,Afternoon,Weekend,71.2
6.9,58.9,65.7,15.3,13.4,Rain,Evening,Weekday,42.7
38.8,66.6,79.6,82.7,22.4,Heavy Rain,Afternoon,Weekend,76.3
28.1,21.6,22.8,22.4,62.3,Heavy Rain,Evening,Weekday,44.5
49.6,32.3,27.6,61.7,51.4,Clear,Morning,Weekday,41.3
17.6,84.5,84.2,26.6,69.3,Rain,Morning,Weekend,58.6
5.1,36.3,58.4,34.5,16.2,Heavy Rain,Afternoon,Weekend,37.0
57.0,34.2,14.6,70.3,71.8,Clear,Night,Weekday,64.6
50.7,93.1,72.3,67.4,18.0,Heavy Rain,Afternoon,Weekday,78.4
58.9,54.6,75.3,22.7,30.2,Rain,Evening,Weekend,58.1
24.7,70.4,39.5,77.2,17.0,Clear,Morning,Weekend,40.4
46.7,70.7,61.8,6.7,22.2,Clear,Afternoon,Weekday,40.6
11.1,27.1,82.7,82.6,17.5,Rain,Evening,Weekend,46.9
37.1,6.9,76.1,66.1,58.3,Clear,Morning,Weekday,46.3
58.3,6.2,87.3,81.6,18.0,Heavy Rain,Afternoon,Weekday,51.1
45.8,55.7,45.5,18.1,34.9,Clear,Morning,Weekday,43.7
15.5,79.2,18.2,28.7,48.4,Heavy Rain,Morning,Weekend,54.3
41.3,18.3,62.4,23.1,75.9,Clear,Night,Weekend,43.0
19.4,14.9,18.1,81.5,36.8,Rain,Morning,Weekend,34.0
81.1,59.4,24.2,47.4,55.0,Rain,Morning,Weekday,64.3
74.5,36.4,18.3,78.3,59.6,Fog,Evening,Weekday,59.9
5.2,89.0,21.9,57.5,34.0,Clear,Evening,Weekend,42.9
10.7,57.0,86.8,27.3,16.8,Fog,Morning,Weekday,39.6
41.0,67.4,43.1,68.5,35.0,Heavy Rain,Evening,Weekday,79.6
47.3,53.0,52.6,70.7,38.8,Rain,Afternoon,Weekday,58.8
68.6,68.3,28.8,5.2,84.5,Clear,Afternoon,Weekend,55.1
10.1,36.4,77.9,74.3,71.4,Clear,Morning,Weekend,49.2
82.6,26.8,76.2,9.5,20.3,Fog,Evening,Weekday,51.8
87.0,38.5,66.1,58.0,15.5,Heavy Rain,Night,Weekday,81.4
11.7,11.9,55.5,70.1,21.2,Clear,Evening,Weekend,34.7
30.5,42.0,37.0,67.5,62.1,Clear,Morning,Weekend,41.2
68.8,50.3,10.9,71.6,61.0,Heavy Rain,Afternoon,Weekend,84.1
47.7,68.8,43.9,17.5,83.0,Rain,Night,Weekday,63.1
57.6,24.7,24.7,64.7,51.9,Heavy Rain,Evening,Weekday,61.2
59.6,79.5,23.2,69.3,58.5,Clear,Morning,Weekday,58.3
77.0,7.5,32.6,48.3,14.9,Rain,Evening,Weekday,48.1
59.3,7.9,31.5,83.1,52.4,Rain,Evening,Weekday,55.3
85.2,5.8,38.5,27.6,39.9,Clear,Evening,Weekend,44.6
64.7,13.8,42.6,64.3,17.6,Heavy Rain,Morning,Weekday,50.4
54.8,81.7,33.2,17.1,44.7,Fog,Morning,Weekday,54.5
73.6,63.9,71.5,17.9,82.3,Rain,Evening,Weekday,82.0
34.0,75.7,37.1,33.8,74.2,Clear,Night,Weekend,53.5
22.7,59.9,16.0,17.2,57.1,Rain,Evening,Weekday,45.6
51.5,92.2,72.5,12.0,17.1,Clear,Night,Weekday,50.8
35.9,13.0,24.3,66.8,29.3,Rain,Morning,Weekend,35.4
16.9,16.2,55.5,8.2,74.4,Clear,Night,Weekend,31.0
36.2,81.0,86.2,34.9,61.2,Rain,Morning,Weekend,65.6
57.8,62.9,69.3,24.6,71.6,Clear,Night,Weekday,58.0
38.9,11.6,41.1,42.0,17.0,Rain,Evening,Weekend,35.5
12.3,70.9,83.4,78.8,67.6,Clear,Afternoon,Weekday,58.3
46.3,68.2,48.1,27.3,12.9,Clear,Afternoon,Weekday,39.9
7.7,59.1,40.4,79.9,37.1,Clear,Afternoon,Weekday,41.2
86.0,66.5,31.6,55.9,16.3,Clear,Afternoon,Weekday,53.1
79.1,52.2,63.6,25.8,72.3,Clear,Night,Weekday,63.4
19.0,36.4,43.5,43.0,61.7,Clear,Evening,Weekday,44.1
38.1,5.9,72.6,52.8,15.8,Rain,Evening,Weekday,48.2
84.8,71.9,68.9,30.3,21.3,Rain,Morning,Weekend,64.8
87.4,41.6,51.7,5.3,43.8,Heavy Rain,Morning,Weekday,69.8
13.3,24.7,88.3,38.6,51.0,Clear,Afternoon,Weekday,40.5
87.6,56.9,11.1,70.1,11.2,Fog,Afternoon,Weekend,52.0
60.2,46.0,42.8,33.2,50.7,Rain,Evening,Weekday,59.1
41.4,20.9,57.6,48.4,38.6,Heavy Rain,Evening,Weekday,55.1
57.7,88.3,78.6,84.6,70.4,Clear,Evening,Weekday,81.1
47.2,72.7,84.2,13.0,43.3,Rain,Morning,Weekday,65.1
23.9,45.9,40.5,20.6,45.2,Clear,Night,Weekend,36.3
74.7,68.3,69.3,5.6,38.1,Clear,Morning,Weekend,52.0
76.3,76.6,43.2,24.3,77.5,Clear,Morning,Weekday,62.7
74.4,78.8,58.0,31.8,81.9,Fog,Morning,Weekend,67.1
59.8,79.6,74.1,51.2,19.7,Rain,Night,Weekday,82.3
49.0,44.4,18.0,69.1,47.8,Rain,Evening,Weekend,57.2
27.1,54.8,85.9,21.3,17.0,Clear,Evening,Weekday,42.1
65.1,87.9,16.3,35.6,65.7,Clear,Afternoon,Weekday,54.4
25.4,85.8,33.8,47.8,28.4,Heavy Rain,Evening,Weekend,65.4
28.4,89.1,60.2,56.1,53.5,Clear,Afternoon,Weekday,52.3
29.0,85.5,17.4,44.5,37.1,Heavy Rain,Afternoon,Weekday,58.4
11.3,91.3,16.1,60.0,38.1,Clear,Night,Weekend,55.2
5.9,21.1,55.4,53.5,12.4,Fog,Night,Weekday,41.2
51.5,19.3,69.3,79.1,24.5,Clear,Morning,Weekday,46.8
78.7,15.3,27.4,31.2,26.5,Heavy Rain,Night,Weekday,51.2
86.0,36.4,54.1,28.5,65.9,Rain,Afternoon,Weekday,59.7
19.7,66.8,81.0,27.5,39.5,Rain,Evening,Weekday,59.6
86.1,48.9,80.6,38.9,66.0,Heavy Rain,Evening,Weekday,87.2
53.2,38.7,60.6,10.1,22.5,Clear,Afternoon,Weekday,36.6
75.3,63.1,87.2,33.2,12.2,Clear,Afternoon,Weekend,53.6
11.2,64.1,39.8,67.4,19.2,Clear,Morning,Weekday,38.7
72.6,85.9,54.9,35.8,55.1,Rain,Morning,Weekday,74.7
80.1,82.4,16.0,76.4,41.6,Heavy Rain,Afternoon,Weekday,79.6
73.2,49.9,89.2,38.7,19.3,Clear,Afternoon,Weekday,53.7
29.2,62.9,78.5,84.0,78.4,Clear,Evening,Weekday,72.2
83.0,8.5,61.6,10.6,17.1,Heavy Rain,Evening,Weekday,50.7
39.0,55.1,35.1,54.0,39.5,Rain,Afternoon,Weekend,52.9
15.3,38.7,59.4,7.3,13.6,Clear,Morning,Weekday,30.6
42.0,20.3,25.3,77.2,37.7,Fog,Night,Weekend,55.0
27.1,75.6,18.9,80.8,15.6,Clear,Evening,Weekend,45.3
19.5,17.4,46.9,15.1,74.6,Heavy Rain,Night,Weekend,42.8
43.0,16.0,52.2,51.2,59.6,Fog,Afternoon,Weekend,41.7
27.4,31.7,16.6,49.7,75.5,Rain,Evening,Weekday,44.9
87.6,10.4,11.1,22.3,71.4,Clear,Morning,Weekday,43.1
49.8,82.3,70.8,29.9,44.1,Clear,Afternoon,Weekend,53.3
35.9,92.8,79.4,46.1,68.5,Clear,Morning,Weekday,65.0
78.9,63.4,21.8,75.1,65.9,Clear,Night,Weekday,71.9
61.3,45.7,31.2,79.2,16.3,Clear,Morning,Weekday,46.4
9.5,29.5,17.8,56.9,64.9,Clear,Morning,Weekday,32.9
50.0,49.4,44.7,59.5,58.5,Fog,Morning,Weekday,52.6
27.6,10.9,18.1,23.1,56.5,Heavy Rain,Afternoon,Weekday,34.2
79.8,29.1,26.5,67.9,36.1,Clear,Afternoon,Weekend,44.6
47.8,68.0,48.1,29.4,78.0,Clear,Afternoon,Weekday,51.6
81.5,17.8,11.0,43.0,35.1,Clear,Morning,Weekday,39.9
77.5,58.5,87.6,51.7,46.6,Clear,Morning,Weekend,63.0
89.2,80.2,52.0,18.4,21.0,Clear,Afternoon,Weekend,54.9
67.5,94.1,30.6,43.9,37.3,Clear,Afternoon,Weekday,57.5
70.8,82.1,82.2,52.7,18.5,Rain,Evening,Weekday,80.8
77.8,64.3,21.3,44.8,28.3,Heavy Rain,Night,Weekday,82.2
21.5,90.9,61.1,82.2,75.8,Rain,Night,Weekday,80.6
49.8,28.9,64.3,76.0,39.3,Clear,Night,Weekday,59.6
49.2,35.9,59.0,39.7,44.1,Fog,Evening,Weekday,55.2
47.4,66.7,47.3,17.0,82.5,Rain,Evening,Weekday,65.0
73.0,6.4,13.3,27.6,54.5,Clear,Afternoon,Weekday,36.3
5.1,27.6,38.0,27.7,74.4,Rain,Evening,Weekday,36.3
28.0,94.6,25.7,51.8,16.1,Clear,Afternoon,Weekday,43.7
59.1,43.0,87.4,12.9,29.6,Clear,Afternoon,Weekday,47.2
32.4,57.0,64.7,21.0,20.2,Rain,Afternoon,Weekday,46.4
58.4,54.1,40.1,75.1,42.8,Clear,Afternoon,Weekday,53.5
65.6,47.2,44.2,38.6,40.8,Clear,Afternoon,Weekend,46.5
69.2,60.4,34.2,24.4,48.4,Clear,Afternoon,Weekday,47.4
69.2,40.3,42.2,5.5,70.6,Heavy Rain,Afternoon,Weekday,63.8
75.5,63.5,36.7,12.8,31.8,Rain,Afternoon,Weekday,59.5
62.3,71.5,14.2,21.4,20.8,Heavy Rain,Afternoon,Weekday,65.7
77.4,32.1,34.9,84.1,10.5,Rain,Evening,Weekday,59.4
56.3,15.9,17.7,21.3,45.5,Heavy Rain,Afternoon,Weekday,40.6
39.4,93.4,75.6,72.3,51.0,Heavy Rain,Evening,Weekend,87.2
41.8,62.3,24.8,70.5,59.3,Clear,Evening,Weekday,55.5
